personLabel,birthdate,birthplaceLabel,birthcoord,deathdate,deathplaceLabel,deathcoord,occupationLabel,genderLabel,bloc,dloc
K.V.Ramesh,1935-06-08T00:00:00Z,Chennai,Point(80.275 13.0825),2013-06-10T00:00:00Z,Mysore,Point(76.653055555 12.308611111),,male,"13.0825,80.275","12.308611111,76.653055555"
K.V.Ramesh,1935-06-08T00:00:00Z,Chennai,Point(80.275 13.0825),2013-07-10T00:00:00Z,Mysore,Point(76.653055555 12.308611111),,male,"13.0825,80.275","12.308611111,76.653055555"
Shyama,1935-06-07T00:00:00Z,Lahore,Point(74.343611111 31.549722222),2017-11-14T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"31.549722222,74.343611111","19.075833333,72.8775"
Shri Krishna Joshi,1935-06-06T00:00:00Z,Almora,Point(79.67 29.62),2020-05-15T00:00:00Z,Gurgaon,Point(77.033333333 28.466666666),,male,"29.62,79.67","28.466666666,77.033333333"
Debu Chaudhuri,1935-05-30T00:00:00Z,Mymensingh,Point(90.416666666 24.75),2021-05-01T00:00:00Z,Guru Teg Bahadur Hospital,Point(77.309 28.684),,male,"24.75,90.416666666","28.684,77.309"
Neela Ramgopal,1935-05-25T00:00:00Z,Kudanthaiyan,Point(79.383333333 10.966666666),2023-03-01T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,female,"10.966666666,79.383333333","12.9791198,77.5912997"
Gordon Mills,1935-05-15T00:00:00Z,Chennai,Point(80.275 13.0825),1986-07-29T00:00:00Z,Los Angeles,Point(-118.24368 34.05223),,male,"13.0825,80.275","34.05223,-118.24368"
Aryadan Muhammed,1935-05-15T00:00:00Z,Nilambur,Point(76.225833333 11.276944444),2022-09-25T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),,male,"11.276944444,76.225833333","11.247777777,75.780277777"
Perdur Radhakantha Adiga,1935-05-05T00:00:00Z,Barkur,Point(74.7498 13.4668),2006-09-13T00:00:00Z,Karnataka,Point(76.0 15.0),,male,"13.4668,74.7498","15.0,76.0"
Noel Flores,1935-05-05T00:00:00Z,Siolim,Point(73.767 15.62),2012-05-19T00:00:00Z,Vienna,Point(16.3725 48.208333333),,male,"15.62,73.767","48.208333333,16.3725"
Dalip Kaur Tiwana,1935-05-04T00:00:00Z,Ludhiana,Point(75.848611111 30.908333333),2020-01-31T00:00:00Z,Punjab,Point(74.0 31.0),,female,"30.908333333,75.848611111","31.0,74.0"
N. R. Madhava Menon,1935-05-04T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),2019-05-08T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"8.4875,76.9525","8.4875,76.9525"
Sujatha Rangarajan,1935-05-03T00:00:00Z,Srirangam,Point(78.68 10.87),2008-02-27T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.87,78.68","13.0825,80.275"
C. K. Jain,1935-05-03T00:00:00Z,Etawah,Point(79.03 26.77),2021-12-12T00:00:00Z,Gurgaon,Point(77.033333333 28.466666666),,male,"26.77,79.03","28.466666666,77.033333333"
Kakkanadan,1935-04-23T00:00:00Z,Tiruvalla,Point(76.575 9.385),2011-10-19T00:00:00Z,Kollam,Point(76.586388888 8.885277777),,male,"9.385,76.575","8.885277777,76.586388888"
Crossbelt Mani,1935-04-22T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),2021-10-30T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"8.4875,76.9525","8.4875,76.9525"
M. M. Rajendran,1935-04-12T00:00:00Z,Andhra Pradesh,Point(80.866666666 16.85),2023-12-23T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"16.85,80.866666666","13.0825,80.275"
Lalji Tandon,1935-04-12T00:00:00Z,Lucknow district,Point(81.0 26.75),2020-07-21T00:00:00Z,Lucknow,Point(80.947 26.847),,male,"26.75,81.0","26.847,80.947"
M. Bhaskar,1935-04-03T00:00:00Z,Virudhunagar district,Point(77.9582 9.5842),2013-07-13T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"9.5842,77.9582","13.0825,80.275"
Wajida Tabassum,1935-03-16T00:00:00Z,Amravati,Point(77.75 20.933333333),2011-12-07T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"20.933333333,77.75","19.075833333,72.8775"
P. Lankesh,1935-03-08T00:00:00Z,Shimoga district,Point(75.567558 13.933195),2000-01-25T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.933195,75.567558","12.9791198,77.5912997"
Sharad Karkhanis,1935-03-08T00:00:00Z,Khopoli,Point(73.344183333 18.791430555),2013-03-28T00:00:00Z,Boca Raton,Point(-80.1 26.368611111),,male,"18.791430555,73.344183333","26.368611111,-80.1"
Major Sundarrajan,1935-03-01T00:00:00Z,Chennai,Point(80.275 13.0825),2003-02-28T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"13.0825,80.275","13.0825,80.275"
Major Sundarrajan,1935-03-01T00:00:00Z,Chennai,Point(80.275 13.0825),2003-03-01T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"13.0825,80.275","13.0825,80.275"
Birendra Nath Datta,1935-03-01T00:00:00Z,Nagaon,Point(92.686111111 26.349166666),2023-10-23T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,male,"26.349166666,92.686111111","26.1805876,91.750238"
Nedurumalli Janardhana Reddy,1935-02-20T00:00:00Z,Vakadu,Point(80.070952777 14.002536111),2014-05-09T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"14.002536111,80.070952777","17.361666666,78.474722222"
Ravi Tandon,1935-02-17T00:00:00Z,Agra,Point(78.02 27.18),2022-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"27.18,78.02","19.075833333,72.8775"
Jaya Arunachalam,1935-02-08T00:00:00Z,Tamil Nadu,Point(79.0 11.0),2019-06-29T00:00:00Z,Chennai,Point(80.275 13.0825),,female,"11.0,79.0","13.0825,80.275"
G. Aravindan,1935-01-23T00:00:00Z,Kottayam,Point(76.522222222 9.591666666),1991-03-15T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"9.591666666,76.522222222","8.4875,76.9525"
Soumitra Chatterjee,1935-01-19T00:00:00Z,Krishnanagar,Point(88.5 23.4),2020-11-15T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.4,88.5","22.5675,88.37"
Vir Bahadur Singh,1935-01-18T00:00:00Z,Gorakhpur,Point(83.366666666 26.761111111),1990-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),,male,"26.761111111,83.366666666","48.856666666,2.352222222"
Om Prakash Chautala,1935-01-01T00:00:00Z,Sirsa District,Point(75.03 29.54),2024-12-20T00:00:00Z,Gurgaon,Point(77.033333333 28.466666666),,male,"29.54,75.03","28.466666666,77.033333333"
Koneru Ranga Rao,1935-01-01T00:00:00Z,Vijayawada,Point(80.616666666 16.516666666),2010-03-12T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.516666666,80.616666666","17.361666666,78.474722222"
Shakila,1935-01-01T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2017-09-20T00:00:00Z,Juhu,Point(72.83 19.1),,female,"22.541111111,88.337777777","19.1,72.83"
Shakila,1935-01-01T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2017-09-20T00:00:00Z,Juhu,Point(72.833333333 19.1),,female,"22.541111111,88.337777777","19.1,72.833333333"
Mubarak Begum,1935-01-01T00:00:00Z,Jhunjhunu,Point(75.397777777 28.125555555),2016-07-18T00:00:00Z,Jogeshwari,Point(72.85 19.12),,female,"28.125555555,75.397777777","19.12,72.85"
S. P. Varadappa,1935-01-01T00:00:00Z,Gajanur,Point(77.00568 11.76607),2006-02-08T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"11.76607,77.00568","12.9791198,77.5912997"
Uday kumar,1935-01-01T00:00:00Z,Salem,Point(78.166666666 11.65),1985-12-26T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"11.65,78.166666666","12.9791198,77.5912997"
U. A. Khader,1935-01-01T00:00:00Z,Bilin,Point(97.25 17.233333333),2020-12-12T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),,male,"17.233333333,97.25","11.247777777,75.780277777"
Kommuri Venugopala Rao,1935-01-01T00:00:00Z,Vijayawada,Point(80.616666666 16.516666666),2004-10-30T00:00:00Z,Vijayawada,Point(80.616666666 16.516666666),,male,"16.516666666,80.616666666","16.516666666,80.616666666"
Narendra Nath,1935-01-01T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1998-01-01T00:00:00Z,Jabalpur,Point(79.933333333 23.166666666),,male,"22.541111111,88.337777777","23.166666666,79.933333333"
Sheela Borthakur,1935-01-01T00:00:00Z,Assam,Point(93.0 26.0),2020-06-21T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"26.0,93.0","19.075833333,72.8775"
Mukur Kanti Khisha,1935-01-01T00:00:00Z,Chittagong Hill Tracts,Point(92.283333333 22.55),2007-12-20T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),,male,"22.55,92.283333333","40.416944444,-3.703333333"
Chhel Vayeda,1935-01-01T00:00:00Z,Dwarka,Point(68.968611111 22.240277777),2014-11-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.240277777,68.968611111","19.075833333,72.8775"
Sanat Kar,1935-01-01T00:00:00Z,Santiniketan,Point(87.6852 23.6776),2023-01-09T00:00:00Z,Santiniketan,Point(87.6852 23.6776),,male,"23.6776,87.6852","23.6776,87.6852"
Muhammad Hanif Gangohi,1935-01-01T00:00:00Z,Gangoh,Point(77.25 29.77),2012-06-10T00:00:00Z,Gangoh,Point(77.25 29.77),,male,"29.77,77.25","29.77,77.25"
Shyam Benegal,1934-12-14T00:00:00Z,Trimulgherry,Point(78.509444444 17.471111111),2024-12-23T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"17.471111111,78.509444444","19.075833333,72.8775"
Ramakanta Rath,1934-12-13T00:00:00Z,Cuttack,Point(85.866666666 20.45),2025-03-16T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.45,85.866666666","20.264444444,85.828055555"
Ramakanta Rath,1934-12-13T00:00:00Z,Cuttack,Point(85.87927 20.46497),2025-03-16T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.46497,85.87927","20.264444444,85.828055555"
Salim Durani,1934-12-11T00:00:00Z,Kabul,Point(69.165833333 34.532777777),2023-04-02T00:00:00Z,Jamnagar,Point(70.07 22.47),,male,"34.532777777,69.165833333","22.47,70.07"
Radha Viswanathan,1934-12-11T00:00:00Z,Gobichettipalayam,Point(77.438333333 11.453611111),2018-01-02T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,female,"11.453611111,77.438333333","12.9791198,77.5912997"
Nagbhushan Patnaik,1934-11-27T00:00:00Z,Padmapur,Point(83.8181 19.2428),1998-10-09T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"19.2428,83.8181","13.0825,80.275"
Shakti Chattopadhyay,1934-11-25T00:00:00Z,Jaynagar Majilpur,Point(88.4200808 22.1751976),1995-03-23T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.1751976,88.4200808","22.5675,88.37"
C. N. Balakrishnan,1934-11-18T00:00:00Z,Thrissur,Point(76.21 10.52),2018-12-10T00:00:00Z,Kochi,Point(76.283333333 9.966666666),,male,"10.52,76.21","9.966666666,76.283333333"
Dilip Mahalanabis,1934-11-12T00:00:00Z,Dhaka,Point(90.394444444 23.728888888),2022-01-01T00:00:00Z,India,Point(83.0 22.8),,male,"23.728888888,90.394444444","22.8,83.0"
Dilip Mahalanabis,1934-11-12T00:00:00Z,Kishoreganj,Point(90.7833 24.4333),2022-01-01T00:00:00Z,India,Point(83.0 22.8),,male,"24.4333,90.7833","22.8,83.0"
S. S. Narayan,1934-11-12T00:00:00Z,Ottapalam,Point(76.38 10.77),2021-08-05T00:00:00Z,Thane,Point(72.963333333 19.18),,male,"10.77,76.38","19.18,72.963333333"
Keshari Nath Tripathi,1934-11-10T00:00:00Z,Prayagraj,Point(81.85 25.45),2023-01-08T00:00:00Z,Pratapgarh district,Point(81.75 25.75),,male,"25.45,81.85","25.75,81.75"
Keshari Nath Tripathi,1934-11-10T00:00:00Z,Prayagraj,Point(81.85 25.45),2023-01-08T00:00:00Z,Pratapgarh district,Point(81.9388 25.8944),,male,"25.45,81.85","25.8944,81.9388"
Basti Vaman Shenoy,1934-11-06T00:00:00Z,Bantwal,Point(75.035 12.890555555),2022-01-02T00:00:00Z,Thumbe,Point(74.98 12.87),,male,"12.890555555,75.035","12.87,74.98"
Basti Vaman Shenoy,1934-11-06T00:00:00Z,Bantwal,Point(75.033 12.9),2022-01-02T00:00:00Z,Thumbe,Point(74.98 12.87),,male,"12.9,75.033","12.87,74.98"
Ruma Guha Thakurta,1934-11-03T00:00:00Z,Kolkata,Point(88.37 22.5675),2019-06-03T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"22.5675,88.37","22.5675,88.37"
Urmila Bhatt,1934-11-01T00:00:00Z,Dehradun,Point(78.029 30.318),1997-02-22T00:00:00Z,Juhu,Point(72.83 19.1),,female,"30.318,78.029","19.1,72.83"
Urmila Bhatt,1934-11-01T00:00:00Z,Dehradun,Point(78.029 30.318),1997-02-22T00:00:00Z,Juhu,Point(72.833333333 19.1),,female,"30.318,78.029","19.1,72.833333333"
Ananta Kumar Panda,1934-11-01T00:00:00Z,Balasore district,Point(86.9 21.5),2017-02-15T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"21.5,86.9","20.264444444,85.828055555"
Manikrao Hodlya Gavit,1934-10-29T00:00:00Z,Nandurbar district,Point(74.1422 21.228),2022-09-17T00:00:00Z,Nashik,Point(73.783333333 20.0),,male,"21.228,74.1422","20.0,73.783333333"
Veluri Venkata Krishna Sastry,1934-10-23T00:00:00Z,Krishna district,Point(81.149444444 16.194444444),2012-08-21T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.194444444,81.149444444","17.361666666,78.474722222"
S. R. Sankaran,1934-10-22T00:00:00Z,Thanjavur,Point(79.137806 10.787),2010-10-07T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"10.787,79.137806","17.361666666,78.474722222"
N. Ramani,1934-10-15T00:00:00Z,Thiruvarur,Point(79.65 10.766666666),2015-10-09T00:00:00Z,Mylapore,Point(80.2676 13.0368),,male,"10.766666666,79.65","13.0368,80.2676"
T. Damodaran,1934-10-15T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),2012-03-28T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),,male,"11.247777777,75.780277777","11.247777777,75.780277777"
Daljit Singh,1934-10-11T00:00:00Z,Punjab,Point(75.466666666 30.766666666),2017-12-27T00:00:00Z,Amritsar,Point(74.87704 31.626917),,male,"30.766666666,75.466666666","31.626917,74.87704"
Narendra Mohan,1934-10-10T00:00:00Z,Kalpi,Point(79.733333333 26.116666666),2002-09-20T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"26.116666666,79.733333333","28.613888888,77.208888888"
Cho Ramaswamy,1934-10-05T00:00:00Z,Mylapore,Point(80.2676 13.0368),2016-12-07T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"13.0368,80.2676","13.0825,80.275"
Pratima Barua Pandey,1934-10-03T00:00:00Z,Kolkata,Point(88.37 22.5675),2002-12-27T00:00:00Z,Assam,Point(93.0 26.0),,female,"22.5675,88.37","26.0,93.0"
Rajat Kumar Kar,1934-10-02T00:00:00Z,Odisha,Point(85.5 20.15),2022-05-08T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.15,85.5","20.264444444,85.828055555"
Shakeb Jalali,1934-10-01T00:00:00Z,Aligarh,Point(78.08 27.88),1966-11-12T00:00:00Z,Sargodha,Point(72.671111111 32.083611111),,male,"27.88,78.08","32.083611111,72.671111111"
Rajinder Puri,1934-09-20T00:00:00Z,Karachi,Point(67.01 24.86),2015-02-16T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"24.86,67.01","28.666666666,77.216666666"
Sudhir Chakravarty,1934-09-19T00:00:00Z,Howrah district,Point(88.3251045 22.5736296),2020-12-15T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5736296,88.3251045","22.5675,88.37"
Sarah Thomas,1934-09-14T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),2023-03-31T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,female,"8.4875,76.9525","8.4875,76.9525"
Joseph Edamaruku,1934-09-07T00:00:00Z,Kingdom of Thiruvithamkoor,Point(76.916666666 8.433333333),2006-06-29T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"8.433333333,76.916666666","28.666666666,77.216666666"
B. R. Ishara,1934-09-07T00:00:00Z,Chintpurni,Point(76.1333 31.8167),2012-07-25T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"31.8167,76.1333","19.075833333,72.8775"
Sunil Gangopadhyay,1934-09-07T00:00:00Z,Faridpur District,Point(89.83 23.5),2012-10-23T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.5,89.83","22.5675,88.37"
J. P. S. Uberoi,1934-09-05T00:00:00Z,Lahore,Point(74.343611111 31.549722222),2024-01-03T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"31.549722222,74.343611111","28.666666666,77.216666666"
Rajashri,1934-08-31T00:00:00Z,Vizianagaram,Point(83.416666666 18.116666666),1994-08-14T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"18.116666666,83.416666666","13.0825,80.275"
Baloo Gupte,1934-08-30T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2005-07-05T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Rita Shahani,1934-08-24T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),2013-09-15T00:00:00Z,India,Point(83.0 22.8),,female,"18.966667,72.833333","22.8,83.0"
Rita Shahani,1934-08-24T00:00:00Z,Hyderabad,Point(68.368333333 25.379166666),2013-09-15T00:00:00Z,India,Point(83.0 22.8),,female,"25.379166666,68.368333333","22.8,83.0"
Rita Shahani,1934-08-24T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),2013-09-15T00:00:00Z,Pune,Point(73.855287 18.519574),,female,"18.966667,72.833333","18.519574,73.855287"
Rita Shahani,1934-08-24T00:00:00Z,Hyderabad,Point(68.368333333 25.379166666),2013-09-15T00:00:00Z,Pune,Point(73.855287 18.519574),,female,"25.379166666,68.368333333","18.519574,73.855287"
Sudhakarrao Naik,1934-08-21T00:00:00Z,Yavatmal district,Point(78.2 20.1),2001-05-10T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"20.1,78.2","19.075833333,72.8775"
Sudhakarrao Naik,1934-08-21T00:00:00Z,Yavatmal district,Point(78.35 20.15),2001-05-10T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"20.15,78.35","19.075833333,72.8775"
Charles Sï¿½ï¿½,1934-08-18T00:00:00Z,Jharkhand,Point(85.33 23.35),2019-01-11T00:00:00Z,Ranchi,Point(85.334722222 23.355555555),,male,"23.35,85.33","23.355555555,85.334722222"
Murasoli Maran,1934-08-17T00:00:00Z,Thirukkuvalai,Point(79.7125241 10.5839588),2003-11-23T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.5839588,79.7125241","13.0825,80.275"
Purushottam Upadhyay,1934-08-15T00:00:00Z,Utarsanda,Point(72.898088682 22.658876905),2024-12-11T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.658876905,72.898088682","19.075833333,72.8775"
Ekalavyan,1934-08-14T00:00:00Z,Kunnamkulam,Point(76.08 10.65),2012-05-06T00:00:00Z,Thrissur,Point(76.21 10.52),,male,"10.65,76.08","10.52,76.21"
Raghunath Panigrahi,1934-08-10T00:00:00Z,Gunupur,Point(83.82 19.08),2013-08-25T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"19.08,83.82","20.264444444,85.828055555"
P. L. Raj,1934-08-10T00:00:00Z,coimbatore,Point(76.963333333 11.000833333),2002-07-09T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"11.000833333,76.963333333","19.075833333,72.8775"
Sarat Pujari,1934-08-08T00:00:00Z,Khandapada,Point(85.18 20.27),2014-05-11T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.27,85.18","20.264444444,85.828055555"
Sarat Pujari,1934-08-08T00:00:00Z,Khandapada,Point(85.18 20.27),2014-05-12T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.27,85.18","20.264444444,85.828055555"
Sudakshina Sarma,1934-08-08T00:00:00Z,Guwahati,Point(91.750238 26.1805876),2023-07-03T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,female,"26.1805876,91.750238","26.1805876,91.750238"
Naresh Chandra,1934-08-01T00:00:00Z,Prayagraj,Point(81.85 25.45),2017-07-09T00:00:00Z,Panaji,Point(73.83 15.48),,male,"25.45,81.85","15.48,73.83"
Q16315263,1934-08-01T00:00:00Z,Krishna district,Point(81.149444444 16.194444444),2019-12-15T00:00:00Z,Vijayawada,Point(80.616666666 16.516666666),,male,"16.194444444,81.149444444","16.516666666,80.616666666"
Vagish Shastri,1934-07-24T00:00:00Z,Khurai,Point(78.32 24.05),2022-01-01T00:00:00Z,Varanasi,Point(83.012777777 25.318888888),,male,"24.05,78.32","25.318888888,83.012777777"
Nirmala Joshi,1934-07-23T00:00:00Z,Ranchi,Point(85.334722222 23.355555555),2015-06-23T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"23.355555555,85.334722222","22.5675,88.37"
John Sankaramangalam,1934-07-16T00:00:00Z,Eraviperoor,Point(76.58333333 9.36666667),2018-07-30T00:00:00Z,Tiruvalla,Point(76.575 9.385),,male,"9.36666667,76.58333333","9.385,76.575"
M.P. Gangadharan,1934-07-15T00:00:00Z,Manjeri,Point(76.12 11.12),2011-10-31T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"11.12,76.12","8.4875,76.9525"
Tehemton Erach Udwadia,1934-07-15T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2023-01-07T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Ivor Mendonca,1934-07-13T00:00:00Z,Bartica,Point(-58.616666666 6.4),2014-06-14T00:00:00Z,Georgetown,Point(-58.15527 6.80448),,male,"6.4,-58.616666666","6.80448,-58.15527"
Ivor Mendonca,1934-07-13T00:00:00Z,Bartica,Point(-58.616666666 6.4),2014-06-14T00:00:00Z,Georgetown,Point(-58.150833333 6.805833333),,male,"6.4,-58.616666666","6.805833333,-58.150833333"
Digish Mehta,1934-07-12T00:00:00Z,Patan,Point(72.116666666 23.85),2001-06-13T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"23.85,72.116666666","23.021944444,72.579722222"
Mitrasen Yadav,1934-07-11T00:00:00Z,Faizabad,Point(82.133333333 26.783333333),2015-09-07T00:00:00Z,Lucknow,Point(80.947 26.847),,male,"26.783333333,82.133333333","26.847,80.947"
Kedarnath Singh,1934-07-07T00:00:00Z,Chakia,Point(83.22 25.05),2018-03-19T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"25.05,83.22","28.613888888,77.208888888"
Arun Kumar Biswas,1934-07-06T00:00:00Z,Kolkata,Point(88.37 22.5675),2015-11-30T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Narain Chand Parashar,1934-07-02T00:00:00Z,Firozpur,Point(74.6 30.9166),2001-02-21T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"30.9166,74.6","28.666666666,77.216666666"
Nisar Ahmed Faruqi,1934-06-29T00:00:00Z,Amroha,Point(78.4675 28.9044),2004-11-28T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"28.9044,78.4675","28.613888888,77.208888888"
Roy Gilchrist,1934-06-28T00:00:00Z,Saint Thomas Parish,Point(-76.433333333 17.9),2001-07-18T00:00:00Z,Portmore,Point(-76.866666666 17.966666666),,male,"17.9,-76.433333333","17.966666666,-76.866666666"
Virbhadra Singh,1934-06-23T00:00:00Z,Sarahan,Point(77.8 31.52),2021-07-08T00:00:00Z,Shimla,Point(77.172222222 31.103333333),,male,"31.52,77.8","31.103333333,77.172222222"
Q12978313,1934-06-15T00:00:00Z,Thiruvarur,Point(79.65 10.766666666),2011-05-22T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.766666666,79.65","13.0825,80.275"
Manorama Mohapatra,1934-06-10T00:00:00Z,Athagad,Point(85.629722222 20.52),2021-09-18T00:00:00Z,Shri Ramachandra Bhanj Medical College,Point(85.891 20.473),,female,"20.52,85.629722222","20.473,85.891"
Manorama Mohapatra,1934-06-10T00:00:00Z,Athagad,Point(85.62 20.53),2021-09-18T00:00:00Z,Shri Ramachandra Bhanj Medical College,Point(85.891 20.473),,female,"20.53,85.62","20.473,85.891"
